foreign_lang,native_lang,flag
combination,組み合わせ,0
abuse,乱用する,0
ice,氷,0
principal,長,0
master,管理人,0
definitely,間違いなく,0
session,期間,0
grade,成績,0
nevertheless,それにもかかわらず,0
predict,予想する,0
previously,以前に,0
protection,保護,0
largely,だいたいは,0
wed,結婚する,0
rent,賃借りする,0
shot,打つ,0
appearance,外見,0
reasonable,程よい,0
guarantee,保障する,0
till,まで,0
theme,テーマ,0
judgment,判決,0
odd,変な,0
approve,承認する,0
loan,ローン,0
definition,定義,0
elect,選ぶ,0
atmosphere,雰囲気,0
farmer,農夫,0
comparison,比較,0
characteristic,特徴,0
license,免許,0
rely,頼る,0
narrow,狭い,0
succeed,成功する,0
identity,身元、独自性,0
desk,机,0
permit,許可する,0
seriously,深刻に,0
wild,野生の,0
empty,空の,0
commission,任務,0
unique,ユニークな、独特な,0
association,協会、組合,0
instrument,器具、楽器,0
investor,投資家,0
practical,実際の,0
tea,茶,0
lovely,美しい・素晴らしい,0
soft,柔らかい,0
row,列,0
youth,青年時代、若いころ,0
lock,錠前,0
fuel,燃料,0
expectation,期待,0
employment,雇用,0
celebrate,祝う,0
sexual,性的な,0
shoulder,肩,0
breath,息,0
increasingly,ますます,0
import,輸入する,0
bottle,ボトル,0
ourselves,私たち自身,0
sheet,シーツ,0
engine,エンジン,0
cast,配役する,0
notion,考え,0
conservative,保守的な,0
journey,旅,0
opposition,反対,0
relief,安堵,0
debt,借金,0
honor,名誉,0
outcome,結果,0
blame,責める,0
explanation,説明,0
arise,発生する,0
musical,音楽の、音楽の才能がある,0
recover,回復する,0
dad,パパ,0
stretch,伸ばす,0
declare,宣言する,0
retire,退職する、引退する,0
tiny,とても小さい,0
careful,気を付ける,0
suitable,ふさわしい,0
native,母国,0
fruit,くだもの,0
analyze,分析する,0
witness,証人,0
mail,郵便,0
terrible,ひどい,0
researcher,研究者,0
ordinary,通常の,0
selection,選択,0
anywhere,どこでも、どこにも,0
mental,精神,0
participant,参加者,0
vision,視覚,0
personality,人柄,0
specifically,具体的に,0
fat,太い,0
entry,入場,0
fellow,仲間,0
chemical,化学的な,0
capture,捕らえる,0
tip,先端,0
discount,値引き,0
peak,頂点,0
chairman,議長,0
proportion,割合,0
ear,耳,0
disappear,消える,0
shout,叫ぶ,0
yard,庭,0
constant,一定の,0
significantly,著しく、かなり,0
hill,丘,0
considerable,かなりの,0
instruction,指示,0
intelligence,知能,0
ideal,理想,0
folk,人々,0
surely,まさか,0
guard,護衛する,0
cat,猫,0
somewhat,いくらか、やや,0
kiss,キス,0
presentation,プレゼンテーション,0
joint,関節,0
compete,競争する,0
poll,世論調査,0
weak,弱い,0
faith,信仰、信条,0
reduction,縮小,0
reserve,予約する,0
complaint,不平,0
bore,退屈させる,0
mission,任務,0
somehow,なんとなく,0
tone,音質,0
neighborhood,隣人,0
passenger,乗客,0
justice,裁判、裁き,0
phase,段階,0
thin,薄い,0
rush,急ぐ,0
formal,形式的な,0
religion,宗教,0
employer,雇用者,0
reject,断る,0
latter,後ろのほうの,0
plate,皿,0
ban,禁止する,0
steal,盗む,0
protest,抗議,0
index,索引,0
sad,悲しい,0
frequently,頻繁に,0
circle,丸い,0
helpful,役立つ,0
command,命令する,0
attractive,魅力的な,0
sick,病気,0
impression,印象,0
unable,できない,0
joke,冗談,0
sky,空,0
column,欄,0
electronic,電子の,0
impose,課す,0
criminal,犯罪者、犯罪の,0
besides,～以外に、加えて、,0
properly,適切に,0
ancient,古代な,0
coast,海岸,0
ill,病気,0
kick,蹴る,0
closely,じっくりと、注意深く,0
multiple,複合的な,0
yield,産出する,0
via,経由で,0
legislation,法律,0
county,州,0
unlike,～とは違って,0
mobile,可動の,0
assistant,助手、補佐,0
implement,実施する,0
chart,チャート,0
attach,付随する,0
hell,地獄,0
everywhere,どこでも,0
advise,アドバイスする,0
household,世帯,0
acknowledge,認める,0
reward,報酬,0
east,東,0
hat,帽子,0
academic,学問的な,0
voter,有権者,0
meanwhile,その間に,0
furthermore,さらに,0
accuse,責める,0
scientific,科学の,0
wage,賃金,0
absence,欠如,0
construct,建築する,0
remark,発言,0
medicine,薬,0
professor,教授,0
rare,珍しい、まれな,0
intention,意図,0
dozen,ダース,0
settlement,和解,0
gap,差,0
widely,広く,0
minimum,最小限,0
northern,北の,0
estate,私有地,0
equally,等しく,0
expose,さらす,0
alive,生きている,0
shut,閉める,0
victory,勝利,0
resolve,解決する,0
critic,批評家,0
variable,変わりやすい,0
enormous,巨大な,0
sweet,甘い,0
permanent,永久的な,0
emotion,感情,0
pursue,追求する,0
tall,高い,0
urge,駆り立てる,0
enemy,敵,0
appoint,任命する,0
milk,"牛乳,ミルク",0
talent,才能,0
smell,におい,0
prior,前の,0
priority,優先,0
online,オンライン,0
phrase,フレーズ,0
pilot,パイロット,0
stable,安定した,0
merely,～にすぎない,0
resolution,決議,0
communicate,やりとりする,0
injury,けが,0
vast,広大,0
exhibition,展示会,0
producer,生産者,0
regional,地域の,0
immediate,即時の,0
incident,事件,0
childhood,子どもの頃,0
draft,原稿、原案、下絵,0
slip,滑り落ちる,0
accompany,同行する,0
politician,政治家,0
angry,怒る,0
knock,ノックする,0
seed,種,0
salary,給料,0
illustrate,解説する,0
imply,暗示する,0
breakfast,朝食,0
temporary,一時的な,0
liberal,自由主義の、リベラルな,0
lake,湖,0
qualify,資格を与える,0
competitive,競争心の強い,0
truly,本当に,0
hi,こんちゃ,0
yellow,黄色,0
habit,癖、習慣,0
disk,ディスク,0
core,核,0
emotional,感情的な,0
aircraft,飛行機,0
self,自身、自我,0
metal,金属,0
existence,存在,0
bone,骨,0
panel,パネル,0
prime,主要な,0
appointment,予約,0
emphasize,強調する,0
maximum,最大限,0
effectively,効率的な,0
elsewhere,他の所で,0
bother,悩ます,0
initiative,取り組み,0
sharp,鋭い,0
diet,食事、ダイエット,0
motion,動き,0
gray,灰色,0
plastic,プラスチック,0
complicate,複雑にする,0
discipline,訓練、しつけ、折檻,0
disappoint,がっかりさせる,0
boss,社長,0
assumption,思い込み,0
freeze,凍る,0
extreme,極度の,0
passage,通路,0
reputation,評判,0
forth,前へ,0
negotiation,交渉,0
mechanism,メカニズム,0
coat,コート,0
democracy,民主主義,0
pocket,ポケット,0
lucky,幸運な,0
crash,衝突する,0
observation,観察,0
meat,肉,0
concentration,集中力,0
implication,暗示、影響,0
deserve,～にふさわしい,0
unusual,珍しい,0
defend,防御する,0
classic,クラシック、古典,0
king,王様,0
interaction,交流,0
repair,修理する,0
collapse,倒壊する,0
borrow,借りる,0
fundamental,基本,0
dish,皿,0
abroad,外国,0
soul,魂,0
capable,～する能力がある,0
defeat,負かす,0
presidential,大統領の,0
perfectly,完全に,0
enhance,向上させる,0
proud,誇りに思う,0
emergency,緊急,0
educational,教育的な,0
distinguish,見分ける,0
substantial,かなりの,0
nearby,近くの,0
manufacturer,製造業者,0
slide,滑る,0
valuable,価値のある,0
personally,個人的に,0
breast,乳房,0
cope,対処する,0
approximately,およそ,0
accommodation,宿泊施設,0
highlight,ハイライト、ヤマ場,0
reporter,レポーター,0
climate,気候,0
shirt,シャツ,0
exception,例外,0
corporation,企業,0
chip,ポテトチップ、チップ,0
winner,勝者,0
encounter,出会う,0
brown,茶色,0
breathe,息をする,0
excuse,許す,0
partly,部分的に,0
tennis,テニス,0
urban,都会の,0
confuse,混乱させる,0
southern,南の,0
output,生産高,0
beauty,美,0
massive,巨大な,0
install,インストール、設置する,0
calculate,計算する,0
mouse,鼠,0
mathematics,数学,0
upper,上の,0
creation,創作、作品,0
occupy,占める,0
outline,概要,0
sufficient,十分な,0
update,更新する,0
luck,運,0
preserve,保存する,0
split,分ける,0
swing,揺れる,0
illness,病気,0
journalist,ジャーナリスト,0
sudden,突然,0
advertisement,広告,0
consistent,一貫した,0
originally,もともと,0
aside,わきへ,0
comfort,心地よい,0
secondly,第二に,0
severe,深刻,0
gene,遺伝子,0
prospect,見込み,0
snow,ゆき,0
plot,構想、陰謀,0
neck,首,0
criterion,判断基準,0
primarily,主に,0
integrate,まとめる,0
criticism,批評,0
convention,会議、大会,0
bet,賭ける,0
retain,維持する,0
sequence,順序,0
plain,無地の、平易な,0
volunteer,ボランティア,0
rural,田舎の,0
calm,落ち着いた,0
abandon,断念する,0
examination,試験、検査,0
silence,静けさ,0
rapidly,急速に,0
efficient,有能な、敏腕な,0
revolution,革命,0
delight,歓喜,0
spell,つづる,0
premise,前提,0
lean,傾く,0
dramatic,劇的な、ドラマチックな,0
differ,異なる,0
grateful,感謝する,0
protein,タンパク質,0
bike,バイク、自転車,0
distribute,配る,0
intellectual,知性の,0
derive,得る,0
crucial,極めて重要な,0
unemployment,失業,0
wheel,タイヤ,0
crop,農作物,0
minority,少数派,0
origin,起源,0
interpretation,解説,0
gentleman,紳士,0
drama,ドラマ,0
landscape,地形,0
educate,教育する,0
toy,おもちゃ,0
fault,責任,0
exhibit,展示する,0
minor,小さな、ささいな,0
hunt,狩る,0
storm,嵐,0
thick,厚い,0
achievement,達成,0
negotiate,交渉する,0
dominate,支配する,0
supplier,供給者,0
prize,賞,0
typically,典型的に,0
peer,同級生、同僚,0
pension,年金,0
wing,羽,0
acquisition,取得、獲得,0
laughter,笑い,0
deeply,深く,0
recognition,認識,0
electricity,電気,0
assistance,援助,0
roof,屋根,0
retirement,引退,0
respectively,それぞれ,0
variation,差異,0
ultimately,最終的に,0
proof,誇り,0
soil,土,0
smart,賢い,0
layer,層,0
upset,取り乱す,0
tooth,歯,0
representation,代表,0
preparation,準備,0
dispute,論争,0
agenda,するべきこと,0
emphasis,強調,0
edition,版,0
silver,銀,0
entertainment,娯楽,0
honest,正直な,0
undertake,着手する、取り組む,0
retail,小売り,0
wire,ワイヤー,0
unlikely,なさそうな,0
gay,同性愛者,0
publication,出版,0
slight,わずかな,0
unknown,未知の、無名の,0
framework,枠組み,0
zone,地帯,0
restrict,制限する,0
trace,突き止める,0
inch,インチ,0
equivalent,同等の,0
solid,固体,0
enterprise,企業,0
elderly,高齢者,0
owe,支払う義務がある、借りがある,0
governor,知事,0
uniform,ユニフォーム,0
port,港,0
pitch,投げる、売り込む,0
arrival,到着,0
contemporary,現代の,0
gate,門,0
ease,緩和、楽であること,0
beer,ビール,0
specialist,専門家,0
assure,保証する,0
profile,プロフィール,0
mood,気分,0
episode,エピソード,0
crack,ひびが入る,0
numerous,おびただしい数の,0
submit,提出する,0
symptom,症状,0
virtually,実質的に,0
era,時代,0
coverage,報道,0
tension,緊張,0
cable,ケーブル,0
sensitive,繊細な,0
nervous,緊張する,0
input,情報などを入れる,0
isolate,隔離する,0
prisoner,囚人,0
eliminate,取り除く,0
tight,きつい,0
wet,濡れた,0
secondary,第2の,0
welfare,福祉,0
recruit,新規採用する,0
exclude,排除する,0
string,紐,0
cloud,雲,0
persuade,説得する,0
inspire,鼓舞する,0
grand,壮大な,0
hence,今から、この先,0
crew,乗員,0
phenomenon,現象,0
pupil,生徒,0
false,偽の,0
assist,支援する,0
restore,修復する,0
formula,公式,0
alter,変える,0
perceive,気づく,0
routine,毎日の決まった仕事,0
sink,沈む,0
stare,見つめる,0
anymore,これ以上～ない,0
hero,ヒーロー,0
supporter,支持者,0
convert,変換する,0
steady,固定した、安定した,0
meter,メーター,0
truck,トラック,0
nose,鼻,0
beside,隣の、近くの,0
sail,航海する,0
disaster,災害,0
pace,ペース,0
heavily,激しく,0
devote,ささげる、充てる,0
terrorist,テロリスト,0
justify,正当だと理由づける,0
vital,必要不可欠な,0
fascinate,魅了する,0
external,外部,0
spare,予備、スペア,0
whenever,いつでも,0
depression,落ち込み、鬱病,0
guilty,有罪な,0
underlie,下に横たわる,0
mom,まま,0
distinction,違い,0
satisfaction,満足,0
incorporate,組み込む,0
pour,注ぐ,0
sweep,掃く,0
obligation,義務,0
sir,（男性への丁寧な呼び掛け）旦那様、お客様,0
evaluate,評価する,0
anger,怒り,0
pub,パブ,0
perception,見識,0
naturally,自然に,0
currency,通貨,0
database,データベース,0
initially,初めは,0
territory,領土,0
stream,小川,0
rarely,ほとんどない,0
height,身長,0
apparent,明らかな,0
western,西部の,0
expansion,拡大,0
constantly,常に,0
muscle,筋肉,0
scare,怖がらせる,0
badly,ひどく,0
everyday,普段の,0
boundary,境界,0
ratio,比率,0
essay,エッセイ,0
scream,絶叫する,0
withdraw,お金を引き出す、身を引く,0
pollution,汚染,0
disorder,疾患、騒動,0
furniture,家具,0
symbol,象徴,0
apartment,アパート,0
demonstration,デモ、実演,0
analyst,アナリスト,0
platform,演壇、プラットホーム,0
steel,鋼,0
cake,ケーキ,0
transform,変形する,0
wound,傷,0
restriction,制限,0
foundation,設立,0
designer,デザイナー、設計者,0
strain,緊張、体の一部を痛めること,0
innovation,革新,0
album,アルバム,0
singer,歌手,0
trail,小道,0
trap,罠、仕掛け,0
loose,緩い,0
extension,拡張,0
wealth,裕福,0
gradually,しだいに,0
tank,タンク,0
evil,邪悪な,0
remarkable,注目すべき,0
tune,旋律,0
grass,草,0
invitation,招待,0
transition,推移,0
frighten,怖がらせる,0
bid,努力、入札,0
breed,（動物の）種類,0
extraordinary,並外れた,0
brilliant,素晴らしい,0
adviser,アドバイザー,0
stem,茎,0
reverse,逆にする,0
mode,方法,0
mirror,鏡,0
awful,ひどい,0
pose,ポーズをとる,0
adjust,調節する,0
creative,創造力がある,0
nowadays,最近は,0
poem,詩,0
agricultural,農業の,0
competitor,競争相手,0
alcohol,アルコール,0
festival,祭り,0
vegetable,野菜,0
van,バン,0
confident,自信,0
planet,惑星,0
curve,曲線,0
knee,膝,0
overcome,打ち勝つ,0
web,ウェブ,0
depth,深さ,0
entrance,入口,0
log,丸太・記録,0
giant,巨大な,0
god,神様,0
portion,部分,0
substance,物質,0
extensive,広範な,0
interpret,解釈する,0
independence,独立,0
sugar,砂糖,0
inner,内部の,0
harm,害,0
consult,相談する,0
pink,ピンク,0
shadow,影,0
strip,脱ぐ,0
smooth,滑らかな,0
intervention,介入,0
impress,好印象を与える,0
exam,試験,0
vice,悪徳,0
radical,過激な,0
similarly,同様に,0
behave,行儀よくする,0
loud,うるさい,0
dimension,寸法,0
subsequent,その後の,0
infection,感染症,0
jacket,ジャケット,0
efficiency,効率,0
dirty,汚い,0
statistic,統計,0
regularly,定期的に,0
resort,リゾート,0
iron,鉄分、鉄,0
broadcast,放送する,0
membership,会員,0
bread,パン,0
blind,盲目,0
pure,純粋な,0
bloody,血まみれの,0
ally,同盟,0
quantity,量,0
bend,曲げる,0
mature,成長した・熟慮した,0
briefly,ちょっとの間,0
alarm,アラーム,0
disturb,邪魔をする,0
sustain,維持する,0
flood,洪水,0
poverty,貧困,0
crazy,気が狂った,0
cite,引用する,0
newly,新たに,0
parallel,類似した、同時に起きる,0
gender,性別,0
sponsor,スポンサーを務める,0
boot,ブーツ,0
accurate,正確,0
dealer,販売業者,0
button,ボタン,0
burden,負担,0
desert,砂漠,0
mate,仲間,0
occasionally,たまに,0
shareholder,株主,0
bowl,丼,0
discovery,発見,0
resistance,抵抗,0
bath,入浴,0
frequency,頻発,0
criticize,批判する,0
tap,軽くたたく,0
philosophy,哲学,0
lip,唇,0
attribute,～のせいにする,0
apologize,謝る,0
approval,承認,0
grab,つかむ,0
entitle,権利を与える,0
lend,貸す,0
involvement,関与,0
exposure,（社会などに）触れること,0
conventional,伝統的な、従来の,0
digital,デジタル,0
translate,翻訳する,0
edit,編集する,0
formation,形成,0
deposit,預金,0
pleasant,心地良い、楽しい,0
overseas,海外,0
advocate,主張する,0
establishment,機関、設立,0
summary,要約,0
rough,ざらざらした,0
pen,ペン,0
recovery,回復,0
seal,アシカ、アザラシ,0
tube,筒,0
tower,タワー,0
characterize,特徴づける、描写する,0
specify,明記する,0
exact,正確な,0
spin,回転する,0
operator,オペレーター,0
infant,幼児,0
dig,掘る,0
drag,引きずる,0
mount,上がる,0
wrap,包む,0
anticipate,予測する,0
dependent,依存している,0
specialize,専門とする,0
angle,角,0
chicken,鶏肉,0
anxiety,不安,0
virus,ウイルス,0
precisely,正確に,0
rival,好敵手,0
offense,犯行,0
detect,検出する,0
teenager,１０代の,0
admire,称賛する,0
moderate,適度の,0
surgery,手術,0
musician,ミュージシャン,0
significance,意義、重要性,0
shower,シャワー,0
illegal,非合法の,0
charity,慈善,0
universal,普遍的な,0
cigarette,たばこ,0
constitute,構成する,0
adequate,十分な,0
consultant,コンサルタント,0
historian,歴史家,0
cousin,いとこ,0
visual,視覚,0
stupid,頭が悪い,0
keen,熱心な,0
ethnic,民族,0
twin,双子,0
clinical,臨床の,0
eastern,東部の,0
forecast,予測,0
segment,部分,0
custom,慣習,0
adapt,適応する,0
sand,砂,0
cap,帽子,0
prompt,促す,0
charm,魅力,0
react,反応する,0
lecture,講義,0
venture,冒険,0
compound,調合する,0
rescue,救う,0
mess,乱雑、混乱,0
preference,好み,0
comprehensive,包括的な,0
incentive,やる気、動機付け,0
league,リーグ,0
dialog,対話,0
cream,クリーム,0
rapid,急速に,0
cancel,中止、キャンセルする,0
regret,後悔する、残念に思う,0
dismiss,解雇する,0
margin,余白,0
beneath,～の下で,0
opponent,対戦相手、反対者,0
resist,抵抗する,0
capability,能力,0
absolute,絶対的な,0
correspond,相当する,0
stroke,脳卒中,0
dare,勇気がある,0
barrier,障害,0
rid,取り除く,0
divorce,離婚する,0
ruin,台無しにする,0
bury,埋葬する,0
counsel,弁護士、助言,0
tendency,傾向,0
frequent,頻繁に,0
motor,モーター,0
survival,生き残ること,0
counter,対抗する,0
possess,所有する,0
permission,許可,0
valley,谷,0
float,浮く,0
mad,怒り狂ってる,0
greatly,大いに,0
visible,目に見える,0
electric,電気の,0
impressive,印象的な,0
evolution,進化,0
awareness,意識,0
violent,暴力,0
slave,奴隷,0
wealthy,豊か,0
architecture,建築,0
acceptable,容認できる、受諾可能な,0
journal,日記,0
coal,石炭,0
measurement,測定、寸法,0
random,ランダムな,0
successfully,うまく,0
depress,落ち込ませる,0
illustration,イラスト、例,0
burst,爆発,0
privilege,特権,0
buyer,買い手,0
mutual,共有の,0
rail,手すり、（電車の）レール,0
motivate,やる気にさせる,0
laboratory,研究室,0
mortgage,抵当,0
promotion,促進、昇進,0
passion,情熱,0
champion,チャンピオン,0
fulfill,遂行する,0
dust,埃,0
dedicate,専念する,0
roughly,およそ,0
skirt,スカート,0
province,州,0
march,行進,0
evaluation,評価,0
compromise,妥協する,0
accomplish,成し遂げる,0
weakness,弱点,0
announcement,発表、告知,0
salt,塩,0
glance,ちらりと見る,0
opera,歌劇,0
contest,コンテスト,0
brush,刷毛,0
embarrass,恥をかかせる,0
gallery,画廊,0
genetic,遺伝的な,0
aggressive,積極的,0
chest,腰,0
format,書式、形式,0
literary,文学の,0
govern,支配する,0
embrace,抱き締める、受け入れる,0
praise,称賛する,0
silent,静かな,0
pump,ポンプ,0
publisher,出版社,0
celebration,お祝い,0
golf,ゴルフ,0
compensation,賠償,0
classical,古典的な,0
weigh,量る,0
versus,対,0
deficit,赤字,0
modify,修正する,0
flash,ひらめき、閃光,0
friendship,友情,0
profession,専門,0
literally,文字通りに,0
equation,方程式,0
gesture,ジェスチャー,0
entertain,楽しませる,0
fantastic,すばらしい,0
assign,割り当てる,0
inflation,インフレ,0
historic,歴史的な,0
injure,にけがをさせる,0
remote,遠隔,0
therapy,治療,0
orange,オレンジ,0
twist,ひねる,0
personnel,職員,0
imagination,想像,0
disagree,反対する,0
throat,喉,0
insight,洞察力,0
tackle,取り組む、タックルする,0
forever,永遠に,0
exceed,超える,0
expenditure,出費,0
joy,楽しさ,0
pregnant,妊娠した,0
reliable,信頼できる,0
gear,ギア、衣服,0
poet,詩人,0
fortune,大金,0
ceremony,式典,0
pile,山（積み重ね）,0
pig,豚,0
mixture,混合物,0
automatically,自動的に,0
scholar,学者,0
psychological,心理的な,0
dramatically,ドラマチックに、劇的に,0
stake,賭ける、出資金,0
creature,生き物,0
partnership,連携,0
participation,参加,0
clause,主節,0
penalty,罪,0
chamber,部屋,0
fancy,～したい気分だ,0
poetry,詩,0
chat,お喋り,0
clothing,衣類,0
evolve,進化する,0
sake,利益、～のため,0
shelf,棚,0
boost,後押し,0
tail,しっぽ,0
possession,所有物,0
abortion,中絶,0
curious,好奇心旺盛な,0
wooden,木製の,0
boom,好況、ブーンとなる音,0
tale,(事実・伝説・架空の）話、物語,0
democratic,民主主義の、民主的な,0
maintenance,保守,0
consequently,結果的に,0
pot,ポット,0
cow,牛,0
strengthen,強化する,0
whilst,の間に、一方で,0
constraint,制約,0
fold,折る,0
bin,ごみ箱,0
undergo,経験する、耐える、受ける,0
potentially,潜在的に,0
scope,範囲、領域,0
pretend,ふりをする,0
diversity,多様性,0
allege,申し立てる,0
pride,誇り,0
intense,激しい,0
inquiry,照会,0
resign,辞める,0
craft,工作,0
strict,厳しい,0
concrete,コンクリート,0
shell,殻,0
damn,くそっ,0
distinct,区別できる,0
humor,ユーモア,0
limitation,制限,0
indication,兆候、印,0
stability,安定性,0
wise,賢い,0
neglect,怠る,0
compose,構成する,0
jail,牢屋,0
shelter,避難所,0
mere,ほんの,0
carbon,炭素,0
regulate,調節する、規制する,0
cheese,チーズ,0
trigger,引き金,0
pipe,パイプ,0
destruction,破壊,0
guitar,ギター,0
flag,旗,0
piano,ピアノ,0
magic,魔法,0
mystery,謎,0
ski,スキー,0
whisper,ささやく,0
rear,後ろ,0
menu,お品書き,0
species,種,0
moon,月,0
presumably,おそらく,0
bless,神聖にする,0
airline,航空,0
amendment,改正,0
grandmother,祖母,0
jury,陪審,0
cooperation,協力,0
civilian,民間人,0
composition,構成,0
coin,硬貨,0
regardless,～にかかわらず,0
scan,スキャン,0
bunch,房,0
racial,人種の,0
greet,挨拶する,0
hopefully,願わくは,0
sanction,制裁,0
trick,巧妙な技,0
paragraph,段落,0
maker,製作者,0
chocolate,チョコレート,0
stimulate,促す、刺激する,0
belt,ベルト,0
potato,じゃがいも,0
narrative,物語,0
tissue,ティッシュペーパー、組織,0
barely,かろうじて,0
invent,発明する,0
tourism,観光事業,0
pro,プロ,0
stair,階段,0
hesitate,ためらう,0
shine,輝く,0
motivation,意欲、動機,0
romantic,ロマンティック,0
firmly,しっかりと,0
interior,内側,0
stomach,胃,0
nowhere,どこにも～ない,0
pray,祈る,0
championship,選手権,0
servant,使用人,0
immigrant,移民,0
excess,余分,0
complexity,複雑さ,0
liability,法的責任、債務,0
surprisingly,驚くべき,0
extract,引き抜く,0
implementation,実施、実装,0
bias,偏見,0
differently,異なって,0
catalog,カタログ,0
continuous,連続的な,0
golden,金の,0
stamp,切手,0
guideline,指針,0
envelope,封筒,0
knife,ナイフ,0
biological,生物学的,0
consume,消費する,0
luxury,贅沢な,0
weekly,週１,0
wherever,どこでも,0
bite,かむ,0
printer,印刷機,0
firstly,初めに,0
anxious,心配する,0
adventure,冒険,0
fence,フェンス,0
exhaust,疲れ果てさせる、使い果たす,0
attraction,ひきつけるもの,0
ocean,海洋,0
quietly,静かに,0
castle,城,0
veteran,ベテラン,0
reflection,反射,0
nerve,神経,0
determination,決意,0
altogether,完全に,0
fiction,フィクション,0
carpet,カーペット,0
cluster,群,0
confusion,混乱,0
hurry,急ぐ,0
logic,論理,0
controversial,議論を呼ぶ,0
raw,生の、未加工の,0
grammar,文法,0
revise,修正する,0
hint,ほのめかす、ヒント,0
hook,鉤,0
bell,ベル,0
liquid,液体,0
panic,パニック,0
uncle,叔父,0
rice,おこめ,0
slope,坂,0
happiness,幸せ,0
genuine,正真正銘の,0
vessel,貨物船,0
verb,動詞,0
reckon,～だと思う,0
silly,愚か,0
transportation,交通,0
harbor,湾,0
comedy,コメディ,0
chase,追いかける,0
storage,保管場所,0
universe,宇宙,0
horrible,ひどい,0
sheep,羊,0
lover,恋人,0
rat,ラット,0
portrait,肖像,0
innocent,潔白な、無実な,0
substitute,控え,0
supplement,補足,0
adjustment,調整,0
reasonably,合理的に,0
filter,フィルター,0
flexible,曲げやすい,0
abstract,抽象的な,0
tent,テント,0
precise,正確な、精密な,0
distant,遠い,0
stranger,初対面の人、知らない人,0
shade,影,0
grain,穀物,0
situate,～に置く,0
summarize,要約する,0
leap,跳ねる,0
snap,バキっ！　ばしん！、折る,0
probability,見込み,0
leather,革,0
uncertainty,不確実なこと,0
swear,誓う,0
refugee,難民,0
shore,岸,0
monthly,月１,0
comprise,構成する,0
stir,かき混ぜる,0
excitement,興奮,0
sigh,ため息をつく,0
pregnancy,妊娠,0
experimental,実験の,0
institutional,機関の,0
slice,一切れ,0
wander,さまよう,0
empire,帝国,0
subsequently,その後に,0
gentle,優しい、穏やかな,0
attendance,出席者数,0
ownership,所有権,0
qualification,資格,0
suspend,一時停止する,0
functional,機能的な,0
voluntary,自由意志による,0
pale,淡い,0
stain,汚す,0
athlete,アスリート,0
organic,有機栽培の,0
tongue,舌,0
server,サーバー,0
structural,構造的な,0
fool,馬鹿者,0
alongside,並んで,0
unite,団結する,0
gently,優しく,0
compute,計算する,0
wipe,拭く,0
weird,変わった,0
gaze,じっと見る,0
fade,弱まる,0
cough,咳をする,0
hypothesis,仮説,0
royal,王族の,0
theoretical,理論的な,0
curtain,カーテン,0
mayor,市長,0
darkness,暗闇,0
aunt,叔母,0
tournament,大会,0
registration,登録,0
fragment,断片,0
listener,傍聴者,0
tender,思いやりのある,0
density,密度,0
ugly,醜い,0
module,モジュール,0
faithfully,忠実に,0
autumn,秋,0
cheek,ほお,0
attachment,愛着、添付ファイル,0
holder,所有者,0
grin,にっこり笑う,0
noun,名詞,0
fortunate,幸運,0
alright,大丈夫,0
lazy,怠惰な,0
hello,こんにちは,0
hunger,空腹,0
insure,保険を掛ける,0
ashamed,恥ずかしい,0
found,設立する,0
thirst,渇き,0
